verdict,reason,checkedBy,curlStatus,company,role,location,fitTier,riskFlags,applicationUrl,curlFinalUrl,browserEvidenceTitle,browserEvidenceUrl,source,httpStatus,liveStatus,error
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,Savannah River Mission Completion,Full Stack Developer / IT Programmer Analyst (Associate or Mid-level or Senior-level),"Aiken, SC, US",medium,,https://jobright.ai/jobs/info/6a23ffb4757ade085b6af88c?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a23ffb4757ade085b6af88c?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
live_unclear_manual_check,curl page is live but apply/closed signal is unclear,curl,200,SciTec,Associate / Staff Java Software Developer,"Princeton, New Jersey, US",medium,,https://apply.workable.com/scitec/j/57D31D1332/,https://apply.workable.com/scitec/j/57D31D1332/,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
live_unclear_manual_check,curl page is live but apply/closed signal is unclear,curl,200,SciTec,Associate / Staff Mission Data Analyst 🇺🇸,"Boulder, CO",medium,,https:/.workable.com/scitec/j/45B1B9BA15/?utm_source=vansh,https://apply.workable.com/scitec/?not_found=true,,,vanshb03/New-Grad-2026,,dead-or-error,fetch failed
live_unclear_manual_check,curl page is live but apply/closed signal is unclear,curl,200,SciTec,Associate Software Engineer,"Boulder, Colorado, US",medium,,https://apply.workable.com/scitec/j/D05B63F088/,https://apply.workable.com/scitec/j/D05B63F088/,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,SciTec,Associate Software Engineer,"Boulder, Colorado, United States",medium,,https://jobright.ai/jobs/info/6a22ead24239a4353887d505?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a22ead24239a4353887d505?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
recovered_can_apply,curl page is live and shows apply signal,curl,200,SEL,Associate Software Engineer,Washington Pullman,medium,,https://selinc.wd1.myworkdayjobs.com/en-US/sel/job/Washington---Pullman/Associate-Software-Engineer_2026-21012-1,https://selinc.wd1.myworkdayjobs.com/en-US/sel/job/Washington---Pullman/Associate-Software-Engineer_2026-21012-1,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,SEL,Software Engineering Technician I,Washington Pullman,medium,,https://selinc.wd1.myworkdayjobs.com/en-US/sel/job/Washington---Pullman/Software-Engineering-Technician-I_2026-20404,https://selinc.wd1.myworkdayjobs.com/en-US/sel/job/Washington---Pullman/Software-Engineering-Technician-I_2026-20404,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
confirmed_closed_or_dead,HTTP 410,curl,410,Set of X,Software Engineer 1,"Annapolis Junction, MD, United States",medium,,http://setofx.applytojob.com/apply/nh18Hw2OTL/Software-Engineer-1,http://setofx.applytojob.com/apply/nh18Hw2OTL/Software-Engineer-1,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,410,dead-or-error,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,Siemens,"Software Engineer - C++, Compiler","Burlington, MA",medium,,https://jobright.ai/jobs/info/6a224ff0d1ab07243c7f79de?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a224ff0d1ab07243c7f79de?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,Sixth Street,Cloud Infrastructure Engineering Associate,"Dallas, TX",medium,,https://job-boards.greenhouse.io/sixthstreet/jobs/7655065003,https://job-boards.greenhouse.io/sixthstreet/jobs/7655065003,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
recovered_can_apply,curl page is live and shows apply signal,curl,200,Smith+Nephew,Embedded Software Engineer I,"Andover, MA",medium,,https://smithnephew.wd5.myworkdayjobs.com/en-US/external/job/Andover-MA/Embedded-Software-Engineer-I_R90678,https://smithnephew.wd5.myworkdayjobs.com/en-US/external/job/Andover-MA/Embedded-Software-Engineer-I_R90678,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,SMX,Junior Cloud Engineer (4818),"Huntsville, AL",medium,,https://jobright.ai/jobs/info/6a1de674b524ae49285a9541?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a1de674b524ae49285a9541?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
live_unclear_manual_check,curl page is live but apply/closed signal is unclear,curl,200,SMX,Junior Data Scientist,"Patuxent River, MD",medium,,https://www.smxtech.com/careers/?gh_jid=7498313003&utm_source=vansh&ref=vansh,https://www.smxtech.com/careers/?gh_jid=7498313003&utm_source=vansh&ref=vansh,,,vanshb03/New-Grad-2026,200,usable-or-needs-browser,
confirmed_closed_or_dead,HTTP 410,curl,410,Snowflake,Software Engineer - Traffic,"Bellevue, WA",medium,,https://careers.snowflake.com/us/en/job/SNCOUSEBC678A52AB04A4EB7946E4E684BA055EXTERNALENUSAA0C5E9173DE47C2B57EF66519942F19/-Software-Engineer-Traffic?utm_source=vansh,https://careers.snowflake.com/us/en/job/SNCOUSEBC678A52AB04A4EB7946E4E684BA055EXTERNALENUSAA0C5E9173DE47C2B57EF66519942F19/-Software-Engineer-Traffic?utm_source=vansh,,,vanshb03/New-Grad-2026,410,dead-or-error,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,SoftEdge,Junior .NET Developer / Software Developer,"Atlanta, GA",medium,,https://jobright.ai/jobs/info/6a1d9ebbc2a87d6cd3e0c6ea?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a1d9ebbc2a87d6cd3e0c6ea?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,SpaceX,"Full Stack Software Engineer, Constellation Tools (Starlink)","Redmond, WA",medium,,https://jobright.ai/jobs/info/6a2169eaca8f0b365d7a60ec?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a2169eaca8f0b365d7a60ec?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,SpaceX,Software Engineer (Starlink),"Redmond, WA",medium,,https://jobright.ai/jobs/info/6a06fb5d4a0a6a7e7d81dab7?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a06fb5d4a0a6a7e7d81dab7?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,SpaceX,"Software Engineer, PCBA (Starlink)","Redmond, WA",medium,,https://jobright.ai/jobs/info/69b1a740548f140066e77475?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/69b1a740548f140066e77475?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,SpaceX,"Software Engineer, Simulations (Starlink)","Redmond, WA",medium,,https://jobright.ai/jobs/info/6a166dffa429fd279da98489?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a166dffa429fd279da98489?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,SpaceX,Software Infrastructure Engineer (Starlink),"Redmond, WA",medium,,https://jobright.ai/jobs/info/6a21be6e902d19201c7b972a?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a21be6e902d19201c7b972a?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
confirmed_closed_or_dead,HTTP 404,curl,404,Spectrum,Software Engineer I,"Englewood, CO",medium,,https://jobs.spectrum.com/job/-/-/4673/81850982400?utm_source=vansh,https://jobs.spectrum.com/job/-/-/4673/81850982400?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,SquareTrade,Associate Software Engineer,"Dallas, TX",medium,,https://jobright.ai/jobs/info/6a033d54ed6a637463f4de61?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a033d54ed6a637463f4de61?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,St. Jude Children's Research Hospital,Infrastructure Engineer I - Department of Biostatistics,"Memphis, TN",medium,,https://jobright.ai/jobs/info/6a2350c06624e500cad0b542?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a2350c06624e500cad0b542?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
recovered_can_apply,Browser shows live job detail/apply signal,curl+browser,502,Starkey Hearing,Software Tester I,"Eden Prairie, MN",medium,,https://jobright.ai/jobs/info/6a05e72aa88ea73abf7f4cf8?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a05e72aa88ea73abf7f4cf8?utm_campaign=Software%20Engineering&utm_source=1103,Software Tester I @ Starkey Hearing | Jobright.ai,https://jobright.ai/jobs/info/6a05e72aa88ea73abf7f4cf8?utm_campaign=Software%20Engineering&utm_source=1103,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,State Affairs,Software Engineer,"Washington, DC",medium,,https://jobright.ai/jobs/info/6a1e3b013e538a28c204ede5?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a1e3b013e538a28c204ede5?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
recovered_can_apply,curl page is live and shows apply signal,curl,200,Steampunk,Junior Full Stack Developer,US VA McLean,medium,,https://careers-steampunk.icims.com/jobs/7764/junior-full-stack-developer/job,https://careers-steampunk.icims.com/jobs/7764/junior-full-stack-developer/job,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,Steel Point Solutions,Software Engineer 1 - Software Engineering,"Odenton, MD",medium,,https://steelpoint-llc.com/government-it-consultant-careers/?gh_jid=7453484003&utm_source=Simplify&ref=Simplify,https://steelpoint-llc.com/government-it-consultant-careers/?gh_jid=7453484003&utm_source=Simplify&ref=Simplify,,,SimplifyJobs/New-Grad-Positions,200,usable-or-needs-browser,
recovered_can_apply,curl page is live and shows apply signal,curl,200,Stewart,Software Engineer 1,"Plymouth, MI",medium,,https://stewart.wd1.myworkdayjobs.com/External/job/USA-MI-Plymouth---40600-Ann-Arbor-Rd/Software-Engineer-I_JR107742?utm_source=Simplify&ref=Simplify,https://stewart.wd1.myworkdayjobs.com/External/job/USA-MI-Plymouth---40600-Ann-Arbor-Rd/Software-Engineer-I_JR107742?utm_source=Simplify&ref=Simplify,,,SimplifyJobs/New-Grad-Positions,200,usable-or-needs-browser,
recovered_can_apply,curl page is live and shows apply signal,curl,200,Stewart,Software Engineer I,USA MI Plymouth Ann Arbor Rd,medium,,https://stewart.wd1.myworkdayjobs.com/en-US/external/job/USA-MI-Plymouth---40600-Ann-Arbor-Rd/Software-Engineer-I_JR107742,https://stewart.wd1.myworkdayjobs.com/en-US/external/job/USA-MI-Plymouth---40600-Ann-Arbor-Rd/Software-Engineer-I_JR107742,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,STR,Associate Software Engineer,"Woburn, MA",medium,,https://job-boards.greenhouse.io/systemstechnologyresearch/jobs/4683364006,https://job-boards.greenhouse.io/systemstechnologyresearch/jobs/4683364006,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,STR,Associate Software Engineer,"Arlington, VA",medium,,https://job-boards.greenhouse.io/systemstechnologyresearch/jobs/4683362006,https://job-boards.greenhouse.io/systemstechnologyresearch/jobs/4683362006,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
recovered_can_apply,curl page is live and shows apply signal,curl,200,Susquehanna International Group (SIG),Quantitative Strategy Developer New Grad,"Ardmore, PA",medium,,https://careers-sig.icims.com/jobs/9531/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,https://careers-sig.icims.com/jobs/9531/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,,,SimplifyJobs/New-Grad-Positions,200,usable-or-needs-browser,
recovered_can_apply,curl page is live and shows apply signal,curl,200,SWBC,Junior Data Engineer,"San Antonio, TX",medium,,https://swbc.wd1.myworkdayjobs.com/en-US/swbccareers/job/San-Antonio-TX/Data-Engineer_R0014827,https://swbc.wd1.myworkdayjobs.com/en-US/swbccareers/job/San-Antonio-TX/Data-Engineer_R0014827,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
recovered_can_apply,curl page is live and shows apply signal,curl,200,Swift,Associate Software Developer C++/Java,"Manassas, United States",medium,,https://swift.wd3.myworkdayjobs.com/en-US/join-swift/job/Manassas-United-States/Associate-Software-Developer-C---Java_2026-16010-1,https://swift.wd3.myworkdayjobs.com/en-US/join-swift/job/Manassas-United-States/Associate-Software-Developer-C---Java_2026-16010-1,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,Swift,Associate Software Developer C++/Java,"Manassas, VA",medium,,https://jobright.ai/jobs/info/6a0602147c753c287f6fe169?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a0602147c753c287f6fe169?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,Swift,Associate Software Developer C++/Java,"Manassas, United States, US",medium,,https://jobright.ai/jobs/info/69fcd31c938a651755f96d24?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/69fcd31c938a651755f96d24?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,Swift,Associate Test Engineer,"Manassas, United States, US",medium,,https://jobright.ai/jobs/info/69fcf45fb113035a9f8ed1a5?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/69fcf45fb113035a9f8ed1a5?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,Swift,Associate Test Engineer,"Manassas, VA",medium,,https://jobright.ai/jobs/info/6a060209bc4184089f249f55?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a060209bc4184089f249f55?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
recovered_can_apply,curl page is live and shows apply signal,curl,200,Swivel,Junior Software Engineer,"San Antonio, TX",medium,,https://swbc.wd1.myworkdayjobs.com/en-US/ssmc1/job/San-Antonio-TX/Junior-Software-Engineer_R0014619-1,https://swbc.wd1.myworkdayjobs.com/en-US/ssmc1/job/San-Antonio-TX/Junior-Software-Engineer_R0014619-1,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,Symmons Industries,Solutions Engineer,"Braintree, MA, US",medium,,https://jobright.ai/jobs/info/6a084f866186f468598875e7?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a084f866186f468598875e7?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
live_unclear_manual_check,curl page is live but apply/closed signal is unclear,curl,200,T-Rex,Junior Software Developer,"Hanover, Maryland",medium,,https://www.trexsolutionsllc.com/current-opportunities-at-trex/?gh_jid=8465330002,https://www.trexsolutionsllc.com/current-opportunities-at-trex/?gh_jid=8465330002,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
live_unclear_manual_check,curl page is live but apply/closed signal is unclear,curl,200,T-Rex,Software Engineer 1,"Fort Meade, MD",medium,,https://www.trexsolutionsllc.com/current-opportunities-at-trex/?gh_jid=8439133002,https://www.trexsolutionsllc.com/current-opportunities-at-trex/?gh_jid=8439133002,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
live_unclear_manual_check,curl page is live but apply/closed signal is unclear,curl,200,T-Rex,Sustainment Software Engineer 1,"Annapolis Junction, Maryland",medium,,https://www.trexsolutionsllc.com/current-opportunities-at-trex/?gh_jid=8486869002,https://www.trexsolutionsllc.com/current-opportunities-at-trex/?gh_jid=8486869002,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,"T-Rex Solutions, LLC",Junior Software Developer,"Fort Meade, MD",medium,,https://jobright.ai/jobs/info/6a21a1e2338c01230511f1c4?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a21a1e2338c01230511f1c4?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,Teamworks,Data Engineer I,United States,medium,,https://jobs.ashbyhq.com/teamworks/317433d0-072d-40ac-822f-0e268fa6b4c3,https://jobs.ashbyhq.com/teamworks/317433d0-072d-40ac-822f-0e268fa6b4c3,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
recovered_can_apply,Browser shows live job detail/apply signal,curl+browser,403,Tesla,"In Vehicle Test Engineer, Steering, Vehicle Software","East Liberty, OH",medium,,https://www.tesla.com/careers/search/job/255247?utm_source=vansh,https://www.tesla.com/careers/search/job/255247?utm_source=vansh,"In Vehicle Test Engineer, Steering, Vehicle Software",https://www.tesla.com/careers/search/job/255247?utm_source=vansh,vanshb03/New-Grad-2026,200,usable-or-needs-browser,
manual_browser_error,"Browser reached site but page shows temporary site error, not enough evidence to call closed",curl+browser,403,Tesla,"Software Engineer, Manufacturing Test","SPARKS, Nevada",medium,,https://www.tesla.com/careers/search/job/242064?utm_source=vansh,https://www.tesla.com/careers/search/job/242064?utm_source=vansh,Build your Career at Tesla,https://www.tesla.com/careers/search/job/242064?utm_source=vansh,vanshb03/New-Grad-2026,200,usable-or-needs-browser,
live_unclear_manual_check,curl page is live but apply/closed signal is unclear,curl,200,Textron,Software Engineer 1/2,"Sparks, MD",medium,,https://textron.taleo.net/careersection/textron/jobdetail.ftl?job=342414&utm_source=Simplify&ref=Simplify,https://textron.taleo.net/careersection/textron/jobdetail.ftl?job=342414&utm_source=Simplify&ref=Simplify,,,SimplifyJobs/New-Grad-Positions,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,Textron,Software Engineer I/II,"Hunt Valley, MD",medium,,https://jobright.ai/jobs/info/6a1db8b33e538a28c204b626?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a1db8b33e538a28c204b626?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,The Applied Research Laboratory at Penn State University,Computer Engineer,"University Park, PA",medium,,https://jobright.ai/jobs/info/6a17a020f45c6530ce9ae349?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a17a020f45c6530ce9ae349?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
recovered_can_apply,curl page is live and shows apply signal,curl,200,The Toro Company,Software Developer I,"Pune, IN",medium,,https://ttc.wd1.myworkdayjobs.com/en-US/toro_external_careers/job/Pune-IN/Software-Developer--I_JR15377,https://ttc.wd1.myworkdayjobs.com/en-US/toro_external_careers/job/Pune-IN/Software-Developer--I_JR15377,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,Third Eye Health,Junior Software Developer,"Brookline, MA",medium,,https://jobright.ai/jobs/info/6a1d980a3e538a28c204a6f3?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a1d980a3e538a28c204a6f3?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,Thor Solutions,Software Engineer I,"Philadelphia, PA",medium,,https://thorsolutionsllc.applytojob.com/C8LIaGu8So/Software-Engineer-I?referrer=20250414192432YMUDC3C4I6XZL15U&utm_source=vansh&ref=vansh,https://www.jazzhr.com/,,,vanshb03/New-Grad-2026,200,usable-or-needs-browser,
live_unclear_manual_check,curl page is live but apply/closed signal is unclear,curl,200,Thorlabs,Software Engineer I,"Annapolis Junction, MD",medium,,https:/.workable.com/thorlabs/j/E79FA34ED4?utm_source=vansh,https://apply.workable.com/thorlabs/?not_found=true,,,vanshb03/New-Grad-2026,,dead-or-error,fetch failed
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,Torc Robotics,Software Engineer - I - Data Engineering,"Ann Arbor, MI",medium,,https://job-boards.greenhouse.io/torcrobotics/jobs/8560188002,https://job-boards.greenhouse.io/torcrobotics/jobs/8560188002,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,Torc Robotics,Software Engineer - I - Mission Control,"Ann Arbor, MI",medium,,https://job-boards.greenhouse.io/torcrobotics/jobs/8566427002,https://job-boards.greenhouse.io/torcrobotics/jobs/8566427002,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,Torc Robotics,Software Engineer 1 - Device Drivers,"Ann Arbor, MI",medium,,https://job-boards.greenhouse.io/torcrobotics/jobs/8492431002?utm_source=Simplify&ref=Simplify,https://job-boards.greenhouse.io/torcrobotics/jobs/8492431002?utm_source=Simplify&ref=Simplify,,,SimplifyJobs/New-Grad-Positions,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,Torc Robotics,Software Engineer I - Device Drivers,"Ann Arbor, MI",medium,,https://job-boards.greenhouse.io/torcrobotics/jobs/8492431002,https://job-boards.greenhouse.io/torcrobotics/jobs/8492431002,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,200,TransPerfect Connect,Content Services Solution Engineer,"York, PA",medium,,https://jobright.ai/jobs/info/6a23d1d314de9460dc845749?utm_campaign=Software%20Engineering&utm_source=1103,https://jobright.ai/jobs/info/6a23d1d314de9460dc845749?utm_campaign=Software%20Engineering&utm_source=1103,,,jobright-ai/2026-Software-Engineer-New-Grad,200,usable-or-needs-browser,
recovered_can_apply,curl page is live and shows apply signal,curl,200,Travelers,Data Engineer 1 - Multiple Teams,"Atlanta, GA",medium,,https://travelers.wd5.myworkdayjobs.com/External/job/GA---Atlanta/Data-Engineer-I--AWS--Databricks--PySpark-_R-49918?utm_source=Simplify&ref=Simplify,https://travelers.wd5.myworkdayjobs.com/External/job/GA---Atlanta/Data-Engineer-I--AWS--Databricks--PySpark-_R-49918?utm_source=Simplify&ref=Simplify,,,SimplifyJobs/New-Grad-Positions,200,usable-or-needs-browser,
recovered_can_apply,curl page is live and shows apply signal,curl,200,Travelers,Data Engineer 1 - Snowflake,"Hartford, CT St Paul, MN",medium,,https://travelers.wd5.myworkdayjobs.com/External/job/CT---Hartford/Data-Engineer-I--Snowflake-_R-49667?utm_source=Simplify&ref=Simplify,https://travelers.wd5.myworkdayjobs.com/External/job/CT---Hartford/Data-Engineer-I--Snowflake-_R-49667?utm_source=Simplify&ref=Simplify,,,SimplifyJobs/New-Grad-Positions,200,usable-or-needs-browser,
recovered_can_apply,curl page is live and shows apply signal,curl,200,Travelers,Data Engineer I - AWS - Databricks - PySpark,GA Atlanta,medium,,https://travelers.wd5.myworkdayjobs.com/en-US/external/job/GA---Atlanta/Data-Engineer-I--AWS--Databricks--PySpark-_R-49918,https://travelers.wd5.myworkdayjobs.com/en-US/external/job/GA---Atlanta/Data-Engineer-I--AWS--Databricks--PySpark-_R-49918,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
recovered_can_apply,curl page is live and shows apply signal,curl,200,Travelers,Data Engineer I - TM1 - Python - AWS,Hartford Tower,medium,,https://travelers.wd5.myworkdayjobs.com/en-US/external/job/CT---Hartford/Data-Engineer-I-TM1-IPA-_R-50835,https://travelers.wd5.myworkdayjobs.com/en-US/external/job/CT---Hartford/Data-Engineer-I-TM1-IPA-_R-50835,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
recovered_can_apply,curl page is live and shows apply signal,curl,200,Travelers,Software Engineer I,CT Hartford,medium,,https://travelers.wd5.myworkdayjobs.com/en-US/external/job/CT---Hartford/Software-Engineer-I_R-50268,https://travelers.wd5.myworkdayjobs.com/en-US/external/job/CT---Hartford/Software-Engineer-I_R-50268,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
recovered_can_apply,curl page is live and shows apply signal,curl,200,Travelers,Software Engineer I - Personal Insurance - Typescript - NodeJs - C# - AI,Hartford Tower,medium,,https://travelers.wd5.myworkdayjobs.com/en-US/external/job/CT---Hartford/Software-Engineer-I---Personal-Insurance--Typescript--NodeJs--C---AI-_R-50807,https://travelers.wd5.myworkdayjobs.com/en-US/external/job/CT---Hartford/Software-Engineer-I---Personal-Insurance--Typescript--NodeJs--C---AI-_R-50807,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,200,usable-or-needs-browser,
